"id","name","vision","composure","acceleration","speed","stamina","strength","balance","agility","jumping","heading"
3070,"Jonathan Fabbro",72,74,69,62,54,82,50,72,51,63
3071,"Sami Allagui",59,73,75,74,65,69,72,75,84,70
3072,"Alberto Rodríguez",54,74,60,63,45,76,67,61,85,75
3073,"Elkin Soto",78,83,49,34,55,69,75,65,51,53
3074,"Yannick Cahuzac",64,64,54,55,89,71,73,67,71,66
3075,"Semih Kaya",43,73,66,70,65,70,65,73,78,75
3076,"Nicklas Bendtner",64,78,54,63,59,83,48,55,70,78
3077,"Nicolás Domingo",67,57,64,69,80,69,72,78,71,55
3078,"Jorge Ortiz",73,69,73,72,75,63,71,68,77,64
3079,"Claudiu Keserü",69,70,73,65,76,72,78,59,64,69
3080,"Olivier Veigneau",64,64,69,72,72,64,79,79,72,61
3081,"Cameron Jerome",67,69,77,85,77,80,65,75,82,72
3082,"Taye Taiwo",60,71,77,84,68,84,67,63,77,73
3083,"Michu",75,85,52,56,65,81,44,50,47,84
3084,"Tim Sparv",65,68,50,53,82,75,34,44,30,69
3085,"Adam Federici",63,61,47,49,41,72,42,50,73,18
3086,"Tim Hoogland",45,74,51,52,67,76,56,54,80,76
3087,"Juninho",53,76,33,38,70,80,63,43,75,74
3088,"Robert Almer",52,22,33,37,29,72,36,36,64,12
3089,"Behrang Safari",65,75,79,83,75,76,71,76,58,52
3090,"John Ruddy",33,53,38,47,36,76,34,42,76,12
3091,"Sébastien Pocognoli",58,68,77,76,77,71,69,74,79,63
3092,"Phil Bardsley",25,67,67,67,78,74,62,68,75,67
3093,"Roland Lamah",67,66,86,92,80,75,70,91,90,51
3094,"Pablo Barrientos",77,79,64,63,55,57,79,77,55,63
3095,"Ilya Abaev",45,57,46,35,33,80,31,41,68,20
3096,"Artur",74,73,75,68,69,56,74,76,68,55
3097,"Remko Pasveer",49,65,46,40,32,71,36,57,65,13
3098,"Zapater",75,83,59,52,63,72,61,57,62,58
3099,"Ben Watson",71,74,64,54,78,70,75,71,74,58
3100,"Lanzarote",77,72,60,64,62,58,69,65,53,45
3101,"Raffaele Palladino",73,74,75,76,60,58,66,78,43,59
3102,"Léo Matos",67,69,80,79,83,74,75,76,66,67
3103,"Luis Gonzalo Bustamante",76,66,76,72,63,54,80,79,72,43
3104,"Ken Reichel",59,69,67,77,77,77,58,68,70,58
3105,"Mark González",73,72,83,83,72,64,69,75,90,56
3106,"Scott Carson",53,32,42,51,28,71,42,38,75,18
3107,"Niko Kranjcar",77,80,52,59,52,63,64,64,55,52
3108,"Benoît Assou-Ekotto",60,73,78,78,75,76,73,73,73,60
3109,"Christophe Berra",49,54,51,53,76,85,34,39,69,75
3110,"Samuel Holmén",68,63,75,77,92,65,72,78,73,64
3111,"Thomas Buffel",74,81,65,65,74,54,73,67,53,53
3112,"Cristian Sapunaru",69,56,64,66,72,80,63,65,65,66
3113,"Tomáš Sivok",49,70,46,47,68,68,54,53,79,82
3114,"Markel Bergara",76,63,65,43,73,81,68,60,69,62
3115,"Lee Chung Yong",74,71,76,75,81,53,78,76,70,62
3116,"Manuel Pasqual",70,76,68,68,68,66,72,72,74,58
3117,"Jorge Molina",69,73,33,33,71,91,34,39,54,82
3118,"Diego Barreto",61,52,35,35,32,33,34,27,43,11
3119,"Arnold Mvuemba",70,66,69,72,73,66,73,71,68,67
3120,"Chad Marshall",53,58,34,55,74,87,47,46,83,76
3121,"Peter Utaka",73,76,76,81,74,75,62,71,81,71
3122,"Jérémy Perbet",54,74,58,53,67,70,56,63,68,76
3123,"Daryl Murphy",58,70,64,68,71,85,62,64,71,81
3124,"Cristian Molinaro",57,75,68,79,70,76,68,65,74,63
3125,"Artem Rebrov",35,42,46,28,24,68,34,44,72,14
3126,"Vladimir Bystrov",65,66,86,89,67,63,73,85,59,58
3127,"Vitolo",64,77,76,74,88,78,82,70,71,59
3128,"Momo",76,77,64,60,61,67,56,69,56,58
3129,"Juli",81,82,72,73,67,60,83,70,61,48
3130,"Egemen Korkmaz",22,61,54,57,65,83,53,47,68,73
3131,"Javier Gandolfi",62,70,67,50,59,82,56,63,82,71
3132,"Germán Denis",54,75,51,35,55,84,66,61,84,81
3133,"Maximiliano Velázquez",68,69,68,68,61,66,68,62,75,64
3134,"Rodrigo Braña",73,81,53,54,54,47,71,70,75,61
3135,"Aitor Sanz",73,73,65,63,82,74,68,66,65,42
3136,"Verza",73,75,51,53,73,74,68,56,54,49
3137,"Edú",57,65,69,72,64,83,70,67,66,74
3138,"Alex Baptiste",50,57,66,68,77,80,69,71,83,73
3139,"Darío Verón",47,70,55,49,54,81,65,58,80,79
3140,"Yoshito Okubo",65,67,38,47,60,64,78,78,47,71
3141,"Yasuhito Endo",79,79,36,36,39,76,61,63,68,60
3142,"Santiago Silva",64,75,55,54,30,89,52,55,79,77
3143,"Jason Shackell",45,72,60,60,76,82,49,56,74,73
3144,"Walter Erviti",82,72,63,52,72,42,75,83,58,44
3145,"Roberto Vitiello",48,64,68,64,34,68,72,69,68,67
3146,"Mounir El Hamdaoui",64,65,68,65,65,75,60,70,71,70
3147,"Yann Jouffre",72,67,67,72,66,47,74,70,50,62
3148,"Alessandro Rosina",72,73,81,73,71,34,90,81,32,50
3149,"Michaël Ciani",24,65,34,37,37,91,33,33,66,73
3150,"Rubinho",30,70,49,39,35,65,59,33,69,18
3151,"Hakan Arikan",34,39,46,42,30,72,54,44,67,12
3152,"Laurent Pionnier",41,32,52,49,45,58,50,41,71,10
3153,"Charles Itandje",35,23,52,53,35,63,42,44,69,13
3154,"Sascha Riether",55,77,67,67,73,62,78,75,76,61
3155,"Reto Ziegler",75,73,69,77,75,78,62,70,68,64
3156,"Tom Starke",34,59,35,41,35,80,32,33,71,13
3157,"Jean-François Gillet",42,66,39,39,31,55,60,62,72,16
3158,"Claudio Terzi",39,71,52,66,70,73,73,47,79,70
3159,"Tomasz Kuszczak",47,41,50,43,34,60,48,52,64,16
3160,"Craig Gordon",58,48,50,42,25,63,51,57,71,15
3161,"Rolando Bianchi",58,75,57,61,48,88,58,66,70,76
3162,"Florent Balmont",74,73,55,54,69,68,80,72,53,49
3163,"Boaz Myhill",40,46,41,46,29,63,48,51,72,13
3164,"Stefano Mauri",72,84,61,62,52,74,56,76,78,79
3165,"Nicolas Seube",68,66,48,48,60,75,65,58,71,71
3166,"Markus Rosenberg",76,81,69,66,69,75,62,70,84,67
3167,"Alexander Farnerud",75,72,66,66,60,65,68,69,68,56
3168,"Rafael van der Vaart",76,70,42,31,36,59,70,63,33,52
3169,"Kyle Beckerman",66,72,51,55,76,70,71,59,63,59
3170,"Ashley Cole",60,76,69,69,68,66,76,77,74,64
3171,"Shunsuke Nakamura",74,77,38,34,55,62,68,76,68,28
3172,"Rafael Márquez",59,81,34,34,55,76,64,34,82,79
3173,"Roque Santa Cruz",63,76,32,36,35,85,28,27,32,78
3174,"David Pizarro",87,85,44,39,45,48,80,70,34,44
3175,"Custódio",72,75,48,51,68,72,72,65,75,74
3176,"Braga",73,80,67,69,83,74,62,75,52,54
3177,"Alexander Manninger",14,62,39,40,31,74,45,48,70,13
3178,"Benjamin Nivet",81,82,53,61,59,65,72,60,33,58
3179,"Giampiero Pinzi",75,74,68,66,69,70,62,69,70,68
3180,"Omar Kharbin",62,65,81,79,64,67,76,83,71,74
3181,"Oleksandr Karavaiev",71,67,78,78,71,59,76,75,46,31
3182,"David Neres",54,72,86,84,68,53,83,84,40,44
3183,"Wesley Lautoa",59,69,65,64,72,84,56,65,78,63
3184,"Douglas Armeira",56,66,70,74,83,67,76,71,71,59
3185,"Cengiz Ünder",64,61,84,79,68,58,82,79,53,58
3186,"Federico Chiesa",66,60,79,79,69,55,75,83,55,44
3187,"Nicolás Gorosito",54,69,67,71,78,77,52,59,76,74
3188,"Assis",40,69,76,75,82,58,84,82,86,56
3189,"Henry Onyekuru",67,68,87,86,72,45,78,85,79,57
3190,"Rômulo Calsede",61,70,74,76,76,75,59,69,73,69
3191,"Amath Ndiaye Diedhiou",65,72,90,90,70,62,76,87,83,56
3192,"Junya Ito",71,57,84,91,84,60,70,70,57,51
3193,"Chidozie Awaziem",30,50,67,75,71,74,52,60,73,70
3194,"Timothy Fosu-Mensah",58,64,79,80,71,79,65,70,76,70
3195,"Mijo Caktaš",64,65,73,71,79,59,76,76,53,46
3196,"Bernard Berisha",66,63,90,90,78,62,70,80,31,34
3197,"Ruslan Malinovskyi",72,72,72,70,67,68,65,64,69,69
3198,"Tammy Abraham",55,67,85,81,65,78,58,67,72,73
3199,"Adam Ounas",67,65,80,78,72,58,81,81,58,51
3200,"Michael Santos",71,61,68,67,57,63,77,53,73,70
3201,"Gojko Cimirot",71,68,73,74,74,58,80,72,64,45
3202,"João Bruiñeira",71,62,35,31,34,79,41,33,66,9
3203,"Nilsito Vilela",55,66,82,82,62,73,71,71,72,75
3204,"Leandro Vivenço",57,62,70,76,78,54,83,73,75,62
3205,"Adrián Burnabão",76,73,53,72,64,58,74,75,68,42
3206,"Jessé Ledeiro",75,81,67,71,78,47,81,65,72,46
3207,"Jairinhazo",75,71,78,75,64,38,91,83,54,46
3208,"Leordinho Paes",75,66,68,72,64,59,67,71,59,51
3209,"Alessinito",67,55,75,70,67,81,55,54,77,73
3210,"Porphirinho",71,67,71,75,77,67,66,77,69,66
3211,"Marcos Paneira",71,66,59,55,72,73,61,57,71,72
3212,"Pimentiscinho",66,71,67,66,67,61,72,73,56,67
3213,"Timo Triano",75,69,52,51,66,67,76,51,70,55
3214,"Rubem Esteiro",62,61,62,62,82,61,61,61,77,72
3215,"Otávinho Vila",73,81,63,66,90,67,63,66,71,67
3216,"Miltisco Paulino",42,55,61,61,56,77,62,62,77,73
3217,"Denaldo Carneiro",46,66,68,72,67,78,77,66,80,66
3218,"Ailtio Coelho",41,55,51,55,59,87,42,37,61,72
3219,"Pombaxinho",62,61,41,61,50,90,41,38,55,77
3220,"Sanaldo Caiado",28,62,39,60,60,89,49,43,54,74
3221,"Silvosinho",45,53,76,59,76,60,75,60,69,75
3222,"Mauro Cildinho",60,66,81,69,78,46,84,83,74,47
3223,"Jeff Meirson",66,44,71,72,78,70,66,66,53,67
3224,"Joshuando Sá",49,55,71,77,70,72,59,55,48,67
3225,"Jonas Damasto",40,46,82,79,86,58,57,68,71,59
3226,"Walter Silvieiro",61,66,73,71,66,59,61,64,75,70
3227,"Cristian Lodeira",54,40,82,81,63,45,87,88,66,65
3228,"Thiago Alminxa",53,60,81,83,55,71,68,63,74,61
3229,"Santi da Bruma",68,70,87,85,80,42,88,92,74,67
3230,"Michel Cruceiro",56,73,58,61,86,78,46,59,52,65
3231,"Mauro Riboas",77,81,67,66,46,53,70,74,69,42
3232,"Carleto Costinha",70,73,88,82,63,44,81,81,53,47
3233,"Juliano Mascarinhas",57,72,66,62,79,75,64,61,73,58
3234,"Clayton Fildeiras",72,71,66,76,80,66,75,73,72,62
3235,"Estevão Candeira",41,58,46,52,67,73,47,45,62,74
3236,"Vanderlei Cõembra",40,55,53,55,55,74,50,51,88,73
3237,"Wellington Sabrão",42,47,63,66,46,81,55,48,72,74
3238,"Youssef Ait Bennasser",70,72,75,73,60,59,68,74,71,58
3239,"Stefano Sensi",79,74,69,64,74,64,87,70,54,30
3240,"Alexander Barboza",31,36,49,50,57,81,42,43,51,80
3241,"Jacek Góralski",67,66,69,73,86,65,81,84,62,55
3242,"Jorge",55,54,82,78,80,59,62,83,57,53
3243,"Mbilla Etame",68,67,77,78,79,81,60,74,82,76
3244,"Maksym Malyshev",57,64,70,73,80,73,68,74,69,56
3245,"Costinha",68,65,91,85,75,30,90,92,77,65
3246,"Gil Dias",70,68,79,86,66,67,63,79,53,60
3247,"Amilton",58,61,90,90,74,58,80,74,47,43
3248,"Karim Onisiwo",70,69,76,79,72,77,72,69,54,59
3249,"Borja Valle",66,57,78,76,68,57,59,75,58,31
3250,"Óscar Estupiñán",43,70,80,70,75,85,70,65,87,80
3251,"Jhon Murillo",58,59,91,93,74,33,91,92,69,58
3252,"Florian Grillitsch",76,73,67,69,68,59,64,68,53,58
3253,"Ricardo Lopes",67,61,84,84,74,81,68,79,60,55
3254,"Daniel Buitrago",75,63,76,72,56,66,70,74,53,34
3255,"Diego Viera",22,65,49,54,31,90,50,52,39,78
3256,"Marko Dmitrovic",41,40,39,35,38,81,37,32,33,20
3257,"Álex Remiro",28,49,40,46,42,68,40,69,61,13
3258,"Diego González",39,52,66,69,69,74,45,52,70,71
3259,"Axel Sjöberg",26,64,55,55,64,93,24,44,69,74
3260,"Baldomero Perlaza",64,74,49,55,83,85,54,50,44,72
3261,"Rubén Duarte",31,40,65,69,70,64,65,59,59,69
3262,"Marcus Coco",62,62,88,87,60,62,75,84,60,54
3263,"Cristian Omar Espinoza",74,62,80,79,66,49,76,83,61,46
3264,"Uche Agbo",72,58,59,59,73,74,57,58,65,66
3265,"Jordan Morris",53,61,84,88,77,77,73,79,78,67
3266,"Jean-Kévin Augustin",61,53,82,81,62,63,72,73,67,58
3267,"Alexandr Golovin",69,53,77,75,72,54,65,70,63,38
3268,"Guido Rodríguez",59,50,59,61,72,78,57,53,48,65
3269,"Ahmet Oguz",68,67,80,78,71,72,77,68,83,64
3270,"Ellyes Skhiri",64,67,68,68,76,68,64,74,75,73
3271,"Castro",59,62,74,67,57,64,71,71,71,58
3272,"Kevin Lasagna",45,61,86,85,77,70,75,81,77,71
3273,"Bustinza",50,51,68,73,78,69,71,64,73,73
3274,"Goran Caušic",71,63,57,63,79,73,66,62,62,55
3275,"Yann Bodiger",67,68,55,54,73,75,54,54,61,59
3276,"Walter Montoya",74,60,85,81,74,56,80,77,61,46
3277,"Jérémie Boga",67,60,83,75,59,71,75,81,63,59
3278,"Fábio Martins",68,72,78,76,73,65,71,81,74,69
3279,"Hiroki Yamada",73,68,74,71,86,59,85,81,58,49
3280,"Germán Lanaro",35,43,52,53,77,85,44,53,82,72
3281,"Derrick Luckassen",60,65,74,78,83,83,70,74,82,75
3282,"Ivaylo Chochev",69,62,60,65,76,72,51,55,66,69
3283,"Crislan",58,66,75,81,75,73,59,72,56,66
3284,"Jonathan Rodríguez",57,69,87,83,85,74,77,75,69,65
3285,"Robert Bauer",58,66,69,74,69,76,74,67,68,67
3286,"Orkan Çinar",62,50,80,79,68,57,73,87,41,42
3287,"Wout Weghorst",52,59,46,63,80,85,51,55,77,81
3288,"Munir",40,32,43,43,44,79,42,39,63,23
3289,"Edoardo Goldaniga",19,42,51,65,65,79,34,45,80,72
3290,"Zé Manuel",58,58,76,80,75,62,70,70,68,62
3291,"Numan Çürüksu",33,65,48,53,66,86,62,32,34,78
3292,"Ivan Mocinic",72,69,82,71,82,57,68,74,65,59
3293,"Elvis Kokalovic",57,57,51,53,60,75,47,41,63,72
3294,"Marvelous Nakamba",63,54,74,72,80,82,76,72,68,59
3295,"Manabu Saito",74,65,87,84,71,54,79,90,50,39
3296,"Rolando Aarons",57,57,87,85,65,45,79,79,45,51
3297,"Timothy Castagne",54,58,75,78,83,63,66,71,70,62
3298,"Unai López",73,58,75,73,80,52,91,76,74,51
3299,"Lukas Klostermann",49,59,84,91,77,67,63,65,83,67
3300,"Elmir Nabiullin",67,73,92,91,72,55,80,72,71,57
3301,"Donis Avdijaj",73,68,77,73,67,46,82,84,62,51
3302,"Carlos Gruezo",58,61,73,67,78,71,85,72,69,58
3303,"Nahuel Leiva",70,53,77,68,64,50,84,76,66,44
3304,"Nano",61,63,87,78,69,66,76,74,69,57
3305,"Donny van de Beek",78,64,54,62,68,70,58,66,64,59
3306,"Estéfano Arango",68,66,84,87,77,60,75,83,72,60
3307,"Alexis Pérez",45,54,68,70,60,82,71,61,78,63
3308,"Abdelhak Nouri",82,70,77,68,58,30,76,82,45,30
3309,"Dario Rodríguez",72,48,77,78,68,53,76,85,61,49
3310,"Ezequiel Ponce",54,59,79,77,38,67,76,75,78,69
3311,"Gastón Silva",49,70,69,72,71,80,59,67,59,73
3312,"Renato Tapia",70,65,69,62,80,80,67,72,81,75
3313,"Demarai Gray",57,64,91,88,71,54,82,90,55,31
3314,"Daniel Hernández",80,69,81,79,78,56,75,82,53,40
3315,"Federico Ricci",69,61,79,79,66,39,74,78,35,42
3316,"Jonatan Cristaldo",59,69,78,76,72,63,75,78,55,68
3317,"Norbert Gyömbér",21,60,55,55,55,69,54,34,62,76
3318,"Gabriel Castellón",30,23,47,40,34,80,51,47,68,18
3319,"Matías Pisano",71,68,78,77,72,32,79,81,60,43
3320,"David Costas",50,46,65,65,63,62,67,60,72,75
3321,"Roger Martínez",60,67,75,77,66,81,61,64,78,64
3322,"Thomas Didillon",32,32,27,26,25,67,33,34,43,15
3323,"Andrés Mosquera",53,56,72,71,74,82,59,55,70,72
3324,"Yony González",67,66,75,72,85,75,66,80,84,62
3325,"Diego Galo",29,61,55,53,64,74,56,57,91,74
3326,"Rober Ibáñez",72,63,78,72,51,46,90,76,54,52
3327,"Claudio Aquino",71,61,79,78,81,70,78,81,72,58
3328,"Derley",65,71,65,67,74,82,74,69,68,70
3329,"Pablo Galdames",68,59,77,72,86,59,81,82,70,61
3330,"Rafa Soares",64,65,79,77,71,65,67,71,63,59
3331,"Alejandro Silva",74,70,74,77,79,55,79,78,64,65
3332,"Facundo Sánchez",60,66,93,89,84,61,73,75,55,57
3333,"César Fuentes",48,61,75,68,91,75,82,70,68,71
3334,"Yuya Kubo",70,53,82,83,59,55,78,79,56,51
3335,"Andre Blake",11,34,52,48,21,71,42,68,80,14
3336,"Bruno Henrique",65,67,67,68,79,77,65,61,74,67
3337,"Emanuele Suagher",17,68,55,63,69,79,49,55,77,73
3338,"Hernán Menosse",39,50,60,66,70,80,72,39,64,78
3339,"Léo Dubois",50,55,72,71,72,61,73,70,57,55
3340,"Daley Sinkgraven",77,60,83,78,78,53,69,86,77,67
3341,"Danilo",53,64,76,75,79,64,83,81,78,63
3342,"Joost van Aken",50,66,71,69,63,74,49,61,72,68
3343,"André Claro",64,69,73,77,68,67,61,68,67,63
3344,"Lorenzo Pasciuti",55,69,91,81,80,65,85,82,61,48
3345,"Nery Domínguez",72,61,57,68,73,75,54,58,73,68
3346,"Gabriel Vargas",53,47,68,68,74,68,59,64,76,78
3347,"Rafael Delgado",70,66,70,72,77,70,68,60,75,76
3348,"Renato González",70,63,90,81,53,48,85,82,52,36
3349,"Matteo Mancosu",62,64,84,78,74,73,72,69,73,62
3350,"Unai Garcia",50,47,67,74,80,73,64,57,84,67
3351,"Matt Miazga",32,68,68,64,67,80,43,63,78,67
3352,"Lucas Evangelista",65,62,76,76,68,61,66,74,48,55
3353,"Marcelo Meli",72,63,80,78,92,60,79,80,67,64
3354,"Jonathan Silva",60,63,79,78,79,59,74,74,68,55
3355,"Lucas Albertengo",71,69,76,76,70,65,66,77,55,66
3356,"Lucas Melano",66,68,89,89,84,73,62,73,65,64
3357,"Francisco Cerro",66,66,74,76,85,77,65,66,74,59
3358,"Washington Camacho",73,64,73,76,70,59,77,73,56,70
3359,"Gonzalo Verón",66,63,92,90,74,66,72,78,62,54
3360,"Martín Rolle",70,72,72,68,68,40,90,90,77,43
3361,"Diego Braghieri",44,67,67,64,53,79,54,45,64,73
3362,"Bruno Bianchi",40,57,62,65,66,75,58,63,67,68
3363,"Pablo Alvarado",34,39,54,69,70,74,58,66,84,72
3364,"Martín Benítez",66,65,84,77,74,55,71,79,55,55
3365,"Claudio Riaño",66,58,79,79,70,74,74,75,58,77
3366,"Óscar Opazo",50,60,82,83,80,68,81,86,66,57
3367,"Martín Rodríguez",67,47,90,90,66,63,86,86,78,51
3368,"Rodrigo Gómez",58,52,87,86,85,40,87,89,59,52
3369,"Marlon Piedrahita",67,73,85,77,87,70,75,71,70,58
3370,"Román Torres",36,44,34,34,55,95,32,34,59,75
3371,"Jorge Aguirre",71,60,75,84,72,67,83,84,82,59
3372,"Leonardo Valencia",73,63,84,81,65,66,76,76,48,24
3373,"Felipe Aguilar",51,61,46,52,76,91,33,38,33,72
3374,"Antony Silva",54,27,38,40,32,72,31,45,59,20
3375,"Didier Moreno",62,67,71,69,90,80,69,68,33,61
3376,"Ayron del Valle",68,69,81,80,76,66,79,80,58,60
3377,"Yeison Gordillo",61,65,70,53,90,64,73,71,67,53
3378,"Francisco Meza",42,63,67,69,63,72,62,60,70,71
3379,"Jonathan Lopera",62,65,70,68,82,75,59,65,81,74
3380,"Aketxe",71,59,72,62,59,58,82,77,50,54
3381,"Alexander Fransson",68,71,80,75,77,59,70,81,68,50
3382,"Paddy McNair",60,66,65,68,71,75,63,60,74,72
3383,"Fausto Tienza",56,62,68,70,78,72,61,62,70,55
3384,"Somália",66,73,77,84,82,71,68,74,51,45
3385,"Albizua",45,58,68,74,70,82,61,67,85,63
3386,"Kim Jin Su",42,63,74,75,75,60,76,78,68,56
3387,"Tozé",70,66,76,73,66,48,86,88,58,48
3388,"DeAndre Yedlin",61,72,93,93,88,67,75,86,68,61
3389,"Ludwig Augustinsson",67,70,82,82,92,65,73,79,69,41
3390,"Davie Selke",58,61,66,75,75,74,58,64,71,69
3391,"Maxime Chanot",36,62,51,54,73,83,60,50,72,75
3392,"Tiago Silva",75,66,77,73,69,42,82,81,60,49
3393,"Alberto Martín",62,54,57,58,78,67,65,61,71,57
3394,"Kenan Karaman",63,52,77,71,71,69,68,77,80,68
3395,"Brandon Mechele",46,59,63,68,69,75,57,56,71,68
3396,"Philipp Max",50,61,78,84,78,67,76,76,66,55
3397,"Mohamed Abdul Shafy",53,70,78,75,89,75,62,83,66,65
3398,"Kevin Möhwald",72,69,65,68,77,65,70,73,57,54
3399,"Pere Pons",71,67,61,64,84,65,69,69,64,47
3400,"Carlos Hernández",42,65,68,64,73,77,54,58,81,81
3401,"Tom Lawrence",71,64,78,76,66,58,70,75,60,56
3402,"Ibrahim Amadou",62,67,78,79,74,79,71,63,73,65
3403,"Pavel Mogilevets",72,53,73,68,80,49,72,70,80,60
3404,"Elsinho",59,65,75,75,90,84,59,72,72,57
3405,"Wanderson",63,64,86,80,52,46,79,84,72,41
3406,"José Mari",66,60,67,66,69,68,68,59,71,57
3407,"David Accam",69,73,94,93,71,57,83,88,64,45
3408,"Nicolás Martínez",72,64,79,74,63,56,79,75,46,45
3409,"Haitam Aleesami",66,72,75,79,83,73,58,70,57,57
3410,"Fouad Chafik",51,61,78,78,90,75,67,77,60,52
3411,"Albert Rusnák",72,70,80,77,67,33,73,86,61,39
3412,"Rui Silva",50,33,31,30,27,65,24,35,48,14
3413,"Filippo Falco",67,63,84,79,65,57,85,91,58,49
3414,"Cristian Pellerano",68,73,61,62,82,81,66,60,75,68
3415,"Hélder Lopes",63,59,68,77,79,68,71,66,55,59
3416,"Hany Mukhtar",72,54,75,81,63,49,85,86,68,40
3417,"Joris van Overeem",75,67,76,70,77,54,83,82,45,47
3418,"Maciej Gajos",75,68,83,74,92,65,83,72,80,62
3419,"Christian Günter",51,57,72,82,81,77,62,67,55,57
3420,"Siebe Schrijvers",70,70,76,72,78,53,78,83,71,54
3421,"Joey Pelupessy",65,53,69,68,82,74,83,73,70,61
3422,"Milan Vilotic",33,56,62,65,72,82,63,57,71,76
3423,"Branimir Hrgota",61,60,78,68,66,62,63,72,68,60
3424,"Nabil Ghilas",60,80,69,75,42,83,59,59,66,66
3425,"Ádám Gyurcsó",77,65,84,87,67,60,79,83,66,58
3426,"Lorenzo Lollo",69,69,77,77,80,75,73,71,75,59
3427,"Jehad Al Hussien",75,65,66,62,62,65,71,71,50,44
3428,"Fahad Al Muwallad",64,70,92,92,84,59,63,77,77,58
3429,"Harrison Henao",59,64,71,69,86,75,66,73,81,64
3430,"Óscar Plano",65,69,80,80,80,59,64,74,59,46
3431,"Peter Ankersen",63,62,85,83,87,60,74,72,59,58
3432,"Andrew Wooten",63,67,75,77,69,81,65,72,75,69
3433,"Ibrahima Cissé",68,66,77,74,78,73,64,74,84,62
3434,"Bryan Cristante",72,61,59,64,68,74,54,62,58,60
3435,"Patrick",52,55,76,76,76,66,70,75,59,56
3436,"Ju Se Jong",78,60,61,67,81,69,75,76,61,43
3437,"Leandro Fernández",67,63,76,75,55,60,72,74,66,68
3438,"Tom Rogic",68,76,70,65,62,66,66,71,55,58
3439,"Alexander González",60,66,83,84,78,74,72,76,91,52
3440,"Ryan Fraser",67,68,89,91,73,47,92,92,61,25
3441,"Syam Ben Youssef",53,64,62,65,73,86,45,37,82,67
3442,"Giannis Skondras",45,61,70,72,77,70,75,71,73,68
3443,"Emil Krafth",60,68,76,78,78,68,72,74,68,62
3444,"Kenneth Omeruo",34,70,72,78,75,82,58,65,84,71
3445,"Robin Olsen",45,41,28,40,38,76,31,33,39,15
3446,"Marcus Rohdén",68,74,75,77,93,68,73,73,70,39
3447,"Slobodan Medojevic",59,67,67,66,68,75,66,68,68,71
3448,"Alexis Henríquez",39,67,30,32,33,93,30,32,31,79
3449,"Stef Peeters",76,69,66,68,73,65,60,53,68,55
3450,"Kevin Stewart",69,63,75,73,74,77,73,68,70,64
3451,"Jack Grealish",73,75,76,75,68,46,80,78,34,36
3452,"Nir Bitton",64,81,62,62,75,73,51,48,60,70
3453,"Iván López",63,61,83,80,70,67,80,75,67,52
3454,"André Biyogo Poko",70,58,75,74,83,69,78,72,64,60
3455,"Eric Mathoho",46,66,58,67,75,75,40,41,72,78
3456,"Edgar Salli",68,67,91,93,74,63,93,83,73,66
3457,"Alessio Cragno",42,59,41,37,43,55,43,37,74,12
3458,"Lenny Nangis",67,56,77,83,70,57,81,81,37,58
3459,"André Sousa",72,63,68,59,77,75,65,70,65,55
3460,"Luca Ceppitelli",17,65,55,67,65,86,55,55,81,72
3461,"Luca Antei",30,61,55,55,66,69,48,50,68,70
3462,"Niclas Füllkrug",58,66,77,73,74,83,59,69,66,74
3463,"Djaniny",64,77,79,85,70,80,60,69,71,66
3464,"Gonzalo Espinoza",72,67,70,60,83,79,68,73,56,52
3465,"Guillaume Hubert",35,25,47,43,32,82,37,36,56,20
3466,"Filip Novák",64,70,76,79,79,69,66,75,63,62
3467,"Oscar Lewicki",64,73,63,61,83,70,83,83,93,68
3468,"Rachid Alioui",66,58,76,80,64,79,46,71,72,69
3469,"Dieumerci Ndongala",64,69,89,83,78,42,89,87,86,40
3470,"Clerc",62,68,75,77,87,67,69,64,72,54
3471,"Rafael Baca",69,75,77,79,85,64,75,72,51,53
3472,"Renato Ibarra",62,63,89,84,76,70,79,80,69,47
3473,"Philipp Hosiner",59,63,85,82,69,59,78,76,76,64
3474,"Luis Advíncula",60,60,93,92,80,74,77,79,72,59
3475,"Stefano Marzo",44,68,74,73,84,62,72,68,71,62
3476,"Gervasio Núñez",68,69,76,79,74,76,59,78,72,37
3477,"Tomer Hemed",51,65,56,64,68,75,56,64,72,76
3478,"Edgar Badía",16,29,34,32,27,53,38,40,52,20
3479,"Stelios Kitsiou",63,59,78,81,79,63,65,74,64,58
3480,"Tommy Smith",66,63,77,74,78,71,64,60,62,64
3481,"Leonardo Blanchard",30,34,54,67,70,85,53,51,82,74
3482,"Nuno Henrique",47,64,51,55,53,75,58,58,74,68
3483,"David Pavelka",65,68,64,65,76,75,64,63,66,63
3484,"Jamaal Lascelles",39,66,65,66,67,78,52,77,83,72
3485,"Ismaël Diomandé",58,52,66,73,74,75,75,67,68,62
3486,"Britt Assombalonga",59,71,85,83,64,80,78,70,73,62
3487,"Luccas Claro",30,58,49,47,64,88,62,44,81,69
3488,"Héctor",47,52,80,78,76,62,81,81,68,60
3489,"Yun Il Lok",59,56,81,80,75,72,74,85,65,54
3490,"Thulani Serero",70,70,85,82,82,32,92,83,64,46
3491,"Alexander Miloševic",56,66,53,61,66,80,59,53,68,72
3492,"Jean-Christophe Bahebeck",68,62,77,79,65,68,66,78,66,68
